category;subcategory;name;model;article;sku;brand;functional_name;nomenclature;price;price_wholesale;availability;product_url;image_file;passport_file
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H104GA;DS-H104GA;318683;300228386;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;3810;3460.75;Под заказ;https://www.tinko.ru/catalog/product/318683/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 16-канальный HiWatch DS-H116GA;DS-H116GA;317506;300228388;HiWatch;Видеорегистратор TVI 16-канальный;Видеорегистратор TVI;8148;7401.1;Под заказ;https://www.tinko.ru/catalog/product/317506/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием POE HiWatch DS-S604P;DS-S604P;294954;301802013;HiWatch;Коммутатор с питанием POE;Коммутатор с PoE;3764.4;3419.33;до 3 дней;https://www.tinko.ru/catalog/product/294954/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием PoE HiWatch DS-S1816GP;DS-S1816GP;312960;301802375;HiWatch;Коммутатор с питанием PoE;Коммутатор с PoE;12307.68;11179.48;В наличии;https://www.tinko.ru/catalog/product/312960/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием PoE HiWatch DS-S1008GP;DS-S1008GP;312959;301802374;HiWatch;Коммутатор с питанием PoE;Коммутатор с PoE;5889.89;5349.98;В наличии;https://www.tinko.ru/catalog/product/312959/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DS-H108GA;DS-H108GA;317505;300228387;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;5460;4959.5;В наличии;https://www.tinko.ru/catalog/product/317505/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием POE HiWatch DS-S1008P;DS-S1008P;294953;301802014;HiWatch;Коммутатор с питанием POE;Коммутатор с PoE;5731.2;5205.84;В наличии;https://www.tinko.ru/catalog/product/294953/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP поворотные;IP-видеокамера поворотная HiWatch DS-I225(D);DS-I225(D);322844;327000695;HiWatch;Бюджетная IP-видеокамера поворотная;Видеокамера IP;23400;21255;В наличии;https://www.tinko.ru/catalog/product/322844/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D2201(B);VDP-D2201(B);323164;305304041;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;6521.1;5923.34;Под заказ;https://www.tinko.ru/catalog/product/323164/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D2211(B);VDP-D2211(B);323165;305304043;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;7257.95;6592.64;В наличии;https://www.tinko.ru/catalog/product/323165/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием PoE HiWatch DS-S504GP;DS-S504GP;312958;301802373;HiWatch;Коммутатор с питанием PoE;Коммутатор с PoE;3564;3237.3;до 3 дней;https://www.tinko.ru/catalog/product/312958/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I453L(D)(2.8мм);DS-I453L(D)(2.8мм);339838;311326321;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;6067.37;5511.19;В наличии;https://www.tinko.ru/catalog/product/339838/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I450M(C) (2.8мм);DS-I450M(C) (2.8мм);324488;311324090;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;6571.2;5968.84;В наличии;https://www.tinko.ru/catalog/product/324488/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I450L(D)(2.8мм);DS-I450L(D)(2.8мм);339812;311326317;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;5266.8;4784.01;В наличии;https://www.tinko.ru/catalog/product/339812/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры TVI поворотные;Видеокамера TVI купольная поворотная HiWatch DS-T245(C) ;DS-T245(C) ;327118;327001309;HiWatch;Бюджетная видеокамера TVI купольная поворотная;Видеокамера TVI;22573.86;20504.59;Под заказ;https://www.tinko.ru/catalog/product/327118/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 8-канальный HiWatch DS-N308(D);DS-N308(D);322846;303617703;HiWatch;Бюджетный IP-видеорегистратор 8-канальный;Видеорегистратор NVR;7576.56;6882.04;В наличии;https://www.tinko.ru/catalog/product/322846/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 4-канальный HiWatch DS-N304(D);DS-N304(D);327408;303617702;HiWatch;Бюджетный IP-видеорегистратор 4-канальный;Видеорегистратор NVR;7143.26;6488.46;В наличии;https://www.tinko.ru/catalog/product/327408/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I453M(C)(2.8мм);DS-I453M(C)(2.8мм);327043;311324094;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;6463.8;5871.29;В наличии;https://www.tinko.ru/catalog/product/327043/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 8-канальный HiWatch DS-N308P(D);DS-N308P(D);323972;303617706;HiWatch;IP-видеорегистратор 8-канальный;Видеорегистратор NVR;12889.58;11708.03;Под заказ;https://www.tinko.ru/catalog/product/323972/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 4-канальный HiWatch DS-N304W(B);DS-N304W(B);298682;303613909;HiWatch;IP-видеорегистратор 4-канальный;Видеорегистратор NVR;6180;;В наличии;https://www.tinko.ru/catalog/product/298682/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H204UA(C);DS-H204UA(C);305684;300227076;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;6270;5695.25;В наличии;https://www.tinko.ru/catalog/product/305684/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры TVI купольные;Видеокамера TVI купольная HiWatch DS-T233 (6 mm);DS-T233 (6 mm);276782;300612192;HiWatch;Бюджетная видеокамера TVI купольная;Видеокамера TVI;1731.59;1572.86;Под заказ;https://www.tinko.ru/catalog/product/276782/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DS-H308QA(C);DS-H308QA(C);304609;300227077;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;9346.46;8489.7;В наличии;https://www.tinko.ru/catalog/product/304609/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 16-канальный HiWatch DS-H116GA(B);DS-H116GA(B);352742;300229899;HiWatch;Видеорегистратор TVI 16-канальный;Видеорегистратор TVI;7800;7085;до 3 дней;https://www.tinko.ru/catalog/product/352742/;image.jpg;
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DS-H108UA(B);DS-H108UA(B);312954;300228165;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;11415.88;10369.43;Под заказ;https://www.tinko.ru/catalog/product/312954/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 16-канальный HiWatch DS-H316/2QAF;DS-H316/2QAF;354520;300229423;HiWatch;Видеорегистратор TVI 16-канальный;Видеорегистратор TVI;18521.57;16823.76;В наличии;https://www.tinko.ru/catalog/product/354520/;image.jpg;
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 4-канальный HiWatch DS-N204P(C);DS-N204P(C);303515;303614826;HiWatch;IP-видеорегистратор 4-канальный;Видеорегистратор NVR;6120;5559;Под заказ;https://www.tinko.ru/catalog/product/303515/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H104UA(C) ;DS-H104UA(C) ;318684;300228210;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;7047.42;6401.41;Под заказ;https://www.tinko.ru/catalog/product/318684/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H204QA (C);DS-H204QA (C);354128;300229267;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;4338;3940.35;В наличии;https://www.tinko.ru/catalog/product/354128/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H104GA(B);DS-H104GA(B);360440;300229897;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;3319.2;3014.94;В наличии;https://www.tinko.ru/catalog/product/360440/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP поворотные;IP-видеокамера поворотная HiWatch PTZ-Y2404I-DE;PTZ-Y2404I-DE;322842;311323093;HiWatch;Профессиональная IP-видеокамера поворотная;Видеокамера IP;10747.2;9762.04;В наличии;https://www.tinko.ru/catalog/product/322842/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DS-H208QA(D);DS-H208QA(D);355467;300229269;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;6680.4;6068.03;В наличии;https://www.tinko.ru/catalog/product/355467/;image.jpg;passport.pdf
Сетевое оборудование;Сетевые коммутаторы с PoE;Коммутатор с питанием PoE HiWatch DS-S908P(B);DS-S908P(B);286328;301801559;HiWatch;Коммутатор с питанием PoE;Коммутатор с PoE;5857.2;5320.29;В наличии;https://www.tinko.ru/catalog/product/286328/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D2211W(B);VDP-D2211W(B);323166;305304045;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;7437.02;6755.3;Под заказ;https://www.tinko.ru/catalog/product/323166/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP поворотные;IP-видеокамера поворотная HiWatch DS-I405M(C);DS-I405M(C);316899;327000878;HiWatch;Бюджетная IP-видеокамера поворотная;Видеокамера IP;12235.1;11113.55;В наличии;https://www.tinko.ru/catalog/product/316899/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D4212W/Flush;VDP-D4212W/Flush;301110;305302696;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;10047.45;9126.43;Под заказ;https://www.tinko.ru/catalog/product/301110/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I456Z(B)(2.8-12мм);DS-I456Z(B)(2.8-12мм);322759;311323123;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;6747.6;6129.07;В наличии;https://www.tinko.ru/catalog/product/322759/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры мультиформатные цилиндрические;Видеокамера мультиформатная цилиндрическая HiWatch DS-T506(D) (2.7-13.5 mm);DS-T506(D) (2.7-13.5 mm);303505;300513570;HiWatch;Бюджетная видеокамера мультиформатная цилиндрическая;Видеокамера мультиформатная;6026.98;5474.5;Под заказ;https://www.tinko.ru/catalog/product/303505/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I258Z(B)(2.8-12мм);DS-I258Z(B)(2.8-12мм);323670;311323124;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;6954;6316.55;В наличии;https://www.tinko.ru/catalog/product/323670/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DS-H108GA(B);DS-H108GA(B);364351;300229959;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;4281.6;3889.12;В наличии;https://www.tinko.ru/catalog/product/364351/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I403(D)(4мм);DS-I403(D)(4мм);322836;311322229;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;5478.62;4976.42;В наличии;https://www.tinko.ru/catalog/product/322836/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP поворотные;IP-видеокамера поворотная HiWatch PT-Y2400I-DE;PT-Y2400I-DE;322841;311323097;HiWatch;Профессиональная IP-видеокамера поворотная;Видеокамера IP;10205.34;9269.85;Под заказ;https://www.tinko.ru/catalog/product/322841/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I202(E) (4мм);DS-I202(E) (4мм);330225;311322927;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;3765.64;3420.45;Под заказ;https://www.tinko.ru/catalog/product/330225/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D4211W(B);VDP-D4211W(B);323167;305304055;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;9415.86;8552.74;Под заказ;https://www.tinko.ru/catalog/product/323167/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D4214W(B);VDP-D4214W(B);323169;305304059;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;10731.66;9747.93;В наличии;https://www.tinko.ru/catalog/product/323169/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I402(D) (4мм);DS-I402(D) (4мм);323756;311322227;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;6152.68;5588.69;В наличии;https://www.tinko.ru/catalog/product/323756/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I200(E)(6мм);DS-I200(E)(6мм);327399;311322921;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;3070.8;2789.31;Под заказ;https://www.tinko.ru/catalog/product/327399/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP корпусные;IP-видеокамера компактная HiWatch DS-I214(B) (4мм);DS-I214(B) (4мм);289351;311311665;HiWatch;Бюджетная IP-видеокамера компактная;Видеокамера IP;6257.94;5684.3;Под заказ;https://www.tinko.ru/catalog/product/289351/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP корпусные;Видеокамера IP компактная HiWatch DS-I414 (2.0мм);DS-I414 (2.0мм);360624;311327382;HiWatch;Бюджетная видеокамера IP компактная;Видеокамера IP;7680;6976;Под заказ;https://www.tinko.ru/catalog/product/360624/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры TVI купольные;Видеокамера TVI купольная HiWatch DS-T133 (2.8 mm);DS-T133 (2.8 mm);276774;300612187;HiWatch;Бюджетная видеокамера TVI купольная;Видеокамера TVI;1100.01;999.17;В наличии;https://www.tinko.ru/catalog/product/276774/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры TVI купольные;Видеокамера TVI купольная HiWatch DS-T233 (3.6 mm);DS-T233 (3.6 mm);276781;300612191;HiWatch;Бюджетная видеокамера TVI купольная;Видеокамера TVI;1731.59;1572.86;Под заказ;https://www.tinko.ru/catalog/product/276781/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры TVI купольные;Видеокамера TVI купольная HiWatch DS-T233 (2.8 mm);DS-T233 (2.8 mm);276780;300612190;HiWatch;Бюджетная видеокамера TVI купольная;Видеокамера TVI;1204.8;1094.36;В наличии;https://www.tinko.ru/catalog/product/276780/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры TVI цилиндрические;Видеокамера TVI цилиндрическая HiWatch DS-T220 (3.6 mm);DS-T220 (3.6 mm);278369;300511719;HiWatch;Бюджетная видеокамера TVI цилиндрическая;Видеокамера TVI;2205.28;2003.13;Под заказ;https://www.tinko.ru/catalog/product/278369/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I200(E)(4мм);DS-I200(E)(4мм);322839;311322923;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;3397.2;3085.79;В наличии;https://www.tinko.ru/catalog/product/322839/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая HiWatch IPC-B622-G2/ZS;IPC-B622-G2/ZS;296897;311315845;HiWatch;Профессиональная видеокамера IP цилиндрическая;Видеокамера IP;14679.06;13333.48;Под заказ;https://www.tinko.ru/catalog/product/296897/;image.jpg;manual.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 32-канальный HiWatch DS-N332/2(C);DS-N332/2(C);322850;303618180;HiWatch;Бюджетный IP-видеорегистратор 32-канальный;Видеорегистратор NVR;17816.54;16183.36;В наличии;https://www.tinko.ru/catalog/product/322850/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I400(D)(6мм);DS-I400(D)(6мм);323435;311322766;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;5889.52;5349.65;Под заказ;https://www.tinko.ru/catalog/product/323435/;image.jpg;
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 8-канальный HiWatch DS-N308/2P(D);DS-N308/2P(D);323475;303617709;HiWatch;IP-видеорегистратор 8-канальный;Видеорегистратор NVR;12626.78;11469.33;В наличии;https://www.tinko.ru/catalog/product/323475/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры TVI цилиндрические;Видеокамера TVI цилиндрическая HiWatch DS-T110 (2.8 mm);DS-T110 (2.8 mm);281908;300511503;HiWatch;Бюджетная видеокамера TVI цилиндрическая;Видеокамера TVI;1415.8;1286.02;Под заказ;https://www.tinko.ru/catalog/product/281908/;image.jpg;
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 4-канальный HiWatch DS-H104EGA(330GB);DS-H104EGA(330GB);322690;300228630;HiWatch;Видеорегистратор TVI 4-канальный;Видеорегистратор TVI;6521.1;5923.34;Под заказ;https://www.tinko.ru/catalog/product/322690/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP корпусные;Видеокамера IP компактная HiWatch DS-I414 (2.8мм);DS-I414 (2.8мм);360625;311327381;HiWatch;Бюджетная видеокамера IP компактная;Видеокамера IP;7680;6976;Под заказ;https://www.tinko.ru/catalog/product/360625/;image.jpg;
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 16-канальный HiWatch DS-N316/2(D);DS-N316/2(D);322849;303617708;HiWatch;Бюджетный IP-видеорегистратор 16-канальный;Видеорегистратор NVR;9248.54;8400.76;В наличии;https://www.tinko.ru/catalog/product/322849/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеорегистраторы TVI;Видеорегистратор TVI 8-канальный HiWatch DVR-108P-G/N(B);DVR-108P-G/N(B);319529;300228390;HiWatch;Видеорегистратор TVI 8-канальный;Видеорегистратор TVI;4836.88;4393.5;Под заказ;https://www.tinko.ru/catalog/product/319529/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры мультиформатные цилиндрические;Видеокамера мультиформатная цилиндрическая HiWatch DS-T200L (6 mm);DS-T200L (6 mm);290074;300513034;HiWatch;Бюджетная видеокамера мультиформатная цилиндрическая;Видеокамера мультиформатная;2205.28;2003.13;Под заказ;https://www.tinko.ru/catalog/product/290074/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры мультиформатные цилиндрические;Видеокамера мультиформатная цилиндрическая HiWatch DS-T520A (6мм);DS-T520A (6мм);322686;327800716;HiWatch;Бюджетная видеокамера мультиформатная цилиндрическая;Видеокамера мультиформатная;3257.92;2959.28;Под заказ;https://www.tinko.ru/catalog/product/322686/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP поворотные;IP-видеокамера поворотная HiWatch PTZ-Y3220I-D4;PTZ-Y3220I-D4;301057;327000280;HiWatch;Профессиональная IP-видеокамера поворотная;Видеокамера IP;45942.47;41731.08;Под заказ;https://www.tinko.ru/catalog/product/301057/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);IP-видеорегистратор 4-канальный HiWatch DS-N304P(D) ;DS-N304P(D) ;322845;303617705;HiWatch;Бюджетный IP-видеорегистратор 4-канальный;Видеорегистратор NVR;10942.19;9939.16;В наличии;https://www.tinko.ru/catalog/product/322845/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры мультиформатные цилиндрические;Видеокамера мультиформатная цилиндрическая HiWatch DS-T220A (6мм);DS-T220A (6мм);322681;327800713;HiWatch;Бюджетная видеокамера мультиформатная цилиндрическая;Видеокамера мультиформатная;3047.39;2768.05;Под заказ;https://www.tinko.ru/catalog/product/322681/;image.jpg;passport.pdf
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D4214W(B)/Flush;VDP-D4214W(B)/Flush;323172;305304060;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;10731.66;9747.93;Под заказ;https://www.tinko.ru/catalog/product/323172/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры мультиформатные купольные;Видеокамера мультиформатная купольная HiWatch DS-T203A (6 mm);DS-T203A (6 mm);287882;300614074;HiWatch;Бюджетная видеокамера мультиформатная купольная;Видеокамера мультиформатная;2257.91;2050.94;Под заказ;https://www.tinko.ru/catalog/product/287882/;image.jpg;
Домофоны и переговорные устройства;Вызывные панели;Вызывная панель IP-домофона HiWatch VDP-D4212W(B)/Flush;VDP-D4212W(B)/Flush;323171;305304058;HiWatch;Вызывная панель IP-домофона;Вызывная панель IP-домофона;10047.45;9126.43;Под заказ;https://www.tinko.ru/catalog/product/323171/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I453M(C)(4мм);DS-I453M(C)(4мм);327406;311324095;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;8100.06;7357.56;В наличии;https://www.tinko.ru/catalog/product/327406/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I252W(E)(4мм);DS-I252W(E)(4мм);327402;311325059;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;7521.11;6831.68;Под заказ;https://www.tinko.ru/catalog/product/327402/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I453L(D)(4мм);DS-I453L(D)(4мм);348130;311326322;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;7310.58;6640.45;до 3 дней;https://www.tinko.ru/catalog/product/348130/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I253M(C)(4мм);DS-I253M(C)(4мм);327404;311324086;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;5889.52;5349.65;В наличии;https://www.tinko.ru/catalog/product/327404/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I652M(B)(4мм);DS-I652M(B)(4мм);327407;311319045;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;9363.23;8504.94;Под заказ;https://www.tinko.ru/catalog/product/327407/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I852M(2.8мм);DS-I852M(2.8мм);355437;311325623;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;9310.6;8457.13;В наличии;https://www.tinko.ru/catalog/product/355437/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I452W (4.0мм);DS-I452W (4.0мм);360631;311327387;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;9421.2;8557.59;Под заказ;https://www.tinko.ru/catalog/product/360631/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I650M(B)(4mm);DS-I650M(B)(4mm);309018;311319043;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;9310.6;8457.13;Под заказ;https://www.tinko.ru/catalog/product/309018/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I252M(B)(4мм);DS-I252M(B)(4мм);324527;311324084;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;5889.52;5349.65;Под заказ;https://www.tinko.ru/catalog/product/324527/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I452M(B)(4мм);DS-I452M(B)(4мм);327405;311324093;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;5835.6;5300.67;Под заказ;https://www.tinko.ru/catalog/product/327405/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;IP-видеокамера купольная HiWatch DS-I853M (4.0мм);DS-I853M (4.0мм);360633;311327597;HiWatch;Бюджетная IP-видеокамера купольная;Видеокамера IP;8661.02;7867.1;Под заказ;https://www.tinko.ru/catalog/product/360633/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I450M(C)(4мм);DS-I450M(C)(4мм);327401;311324091;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;8100.06;7357.56;Под заказ;https://www.tinko.ru/catalog/product/327401/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая HiWatch DS-I850M(2.8мм);DS-I850M(2.8мм);350989;311325621;HiWatch;Бюджетная видеокамера IP цилиндрическая;Видеокамера IP;8661.02;7867.1;В наличии;https://www.tinko.ru/catalog/product/350989/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I250L(C)(4мм);DS-I250L(C)(4мм);327400;311322925;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;5310.57;4823.77;Под заказ;https://www.tinko.ru/catalog/product/327400/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;IP-видеокамера цилиндрическая HiWatch DS-I250L(D)(4мм);DS-I250L(D)(4мм);355450;311326331;HiWatch;Бюджетная IP-видеокамера цилиндрическая;Видеокамера IP;4124.4;;В наличии;https://www.tinko.ru/catalog/product/355450/;image.jpg;
