category;subcategory;name;model;article;sku;brand;functional_name;nomenclature;price;price_wholesale;availability;product_url;image_file;passport_file
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C34HS I3/E/Y/C/SD/2.8/V4.2;TC-C34HS I3/E/Y/C/SD/2.8/V4.2;323735;1D.20010.003569;Tiandy;Видеокамера IP купольная;Видеокамера IP;8890;3547.11;Под заказ;https://www.tinko.ru/catalog/product/323735/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32WN Spec:I5/E/Y/4mm/V4.1;TC-C32WN Spec:I5/E/Y/4mm/V4.1;354249;1D.20010.002972;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;8890;3547.11;Под заказ;https://www.tinko.ru/catalog/product/354249/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);Видеорегистратор NVR Tiandy TC-R3104 Spec:I/B/P4/C/Eu/L/S/V2.0;TC-R3104 Spec:I/B/P4/C/Eu/L/S/V2.0;354276;1D.20030.020801;Tiandy;Видеорегистратор NVR;Видеорегистратор NVR;7490;4269.3;Под заказ;https://www.tinko.ru/catalog/product/354276/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C320N Spec:I3/E/Y/2.8mm/V2.0;TC-C320N Spec:I3/E/Y/2.8mm/V2.0;354200;1D.20010.020872;Tiandy;Видеокамера IP купольная;Видеокамера IP;2590;1254;Под заказ;https://www.tinko.ru/catalog/product/354200/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеорегистраторы NVR (для IP);Видеорегистратор NVR Tiandy TC-R3108 Spec:I/B/P8/C/Eu/L/S/V2.0;TC-R3108 Spec:I/B/P8/C/Eu/L/S/V2.0;352775;1D.20030.020811;Tiandy;Видеорегистратор NVR;Видеорегистратор NVR;9890;5074.14;Под заказ;https://www.tinko.ru/catalog/product/352775/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C32PS I3/E/Y/M/H/2.8/V4.2;TC-C32PS I3/E/Y/M/H/2.8/V4.2;323741;1D.20010.004538;Tiandy;Видеокамера IP купольная;Видеокамера IP;15590;6220.41;Под заказ;https://www.tinko.ru/catalog/product/323741/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32WP I5W/E/Y/2.8/V4.2;TC-C32WP I5W/E/Y/2.8/V4.2;323746;1D.20010.003871;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;9690;4788;Под заказ;https://www.tinko.ru/catalog/product/323746/;image.jpg;
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C35KS Spec:I3/E/Y/2.8mm/V4.0;TC-C35KS Spec:I3/E/Y/2.8mm/V4.0;354214;1D.20010.002422;Tiandy;Видеокамера IP купольная;Видеокамера IP;12690;5063.31;Под заказ;https://www.tinko.ru/catalog/product/354214/;image.jpg;document.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C32XN Spec:I3/E/Y/2.8mm/V4.1;TC-C32XN Spec:I3/E/Y/2.8mm/V4.1;354204;1D.20010.002989;Tiandy;Видеокамера IP купольная;Видеокамера IP;8890;4561.14;Под заказ;https://www.tinko.ru/catalog/product/354204/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C321N Spec:I3/E/Y/2.8mm/V2.0;TC-C321N Spec:I3/E/Y/2.8mm/V2.0;354231;1D.20010.020870;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;2590;1254;Под заказ;https://www.tinko.ru/catalog/product/354231/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C34WP Spec:W/E/Y/2.8mm/V4.0;TC-C34WP Spec:W/E/Y/2.8mm/V4.0;354263;1D.20010.002657;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;15190;6580.31;Под заказ;https://www.tinko.ru/catalog/product/354263/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C34QN Spec:I5W/E/Y/4mm/V4.2;TC-C34QN Spec:I5W/E/Y/4mm/V4.2;354244;1D.20010.020262;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;8490;3387.51;Под заказ;https://www.tinko.ru/catalog/product/354244/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32WN Spec:I5/E/Y/2.8mm/V4.1;TC-C32WN Spec:I5/E/Y/2.8mm/V4.1;354248;1D.20010.002971;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;8890;3547.11;Под заказ;https://www.tinko.ru/catalog/product/354248/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C38KS Spec:I3/E/Y/2.8mm/V4.0;TC-C38KS Spec:I3/E/Y/2.8mm/V4.0;354226;1D.20010.002341;Tiandy;Видеокамера IP купольная;Видеокамера IP;18190;7257.81;Под заказ;https://www.tinko.ru/catalog/product/354226/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C32WP Spec:I5W/E/Y/4mm/V4.2;TC-C32WP Spec:I5W/E/Y/4mm/V4.2;354252;1D.20010.003872;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;9690;3866.31;Под заказ;https://www.tinko.ru/catalog/product/354252/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP цилиндрические;Видеокамера IP цилиндрическая Tiandy TC-C35WS Spec:I5/E/Y/M/4mm/V4.0;TC-C35WS Spec:I5/E/Y/M/4mm/V4.0;354271;1D.20010.002424;Tiandy;Видеокамера IP цилиндрическая;Видеокамера IP;16590;6619.41;Под заказ;https://www.tinko.ru/catalog/product/354271/;image.jpg;passport.pdf
Средства и системы охранного телевидения;Видеокамеры IP купольные;Видеокамера IP купольная Tiandy TC-C35XS Spec:I3/E/Y/2.8mm/V4.0;TC-C35XS Spec:I3/E/Y/2.8mm/V4.0;354213;1D.20010.002421;Tiandy;Видеокамера IP купольная;Видеокамера IP;12690;5063.31;Под заказ;https://www.tinko.ru/catalog/product/354213/;image.jpg;passport.pdf
